fbGroup, lat, lon 
Boston Hassle, 42.3648773125, -71.1003825582, 2012-11-02T17:00:00-0400 
Boston Hassle, 42.3648773125, -71.1003825582, 2012-11-02T17:00:00-0400 
Boston Hassle, 42.3648773125, -71.1003825582, 2012-11-02T17:00:00-0400 
Boston Hassle, 42.3501215142, -71.1307893762, 2012-11-01T21:00:00-0400 
Boston Hassle, 42.3736395046, -71.1000108605, 2012-10-21T20:30:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2012-10-26T11:00:00-0400 
Boston Hassle, 42.3426496154, -71.1224303428, 2012-10-27T23:50:00-0400 
Boston Hassle, 42.3553499853, -71.1327550273, 2012-10-13T21:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2012-10-03T20:00:00-0400 
Boston Hassle, 42.3636033328, -71.1017284219, 2012-10-01T20:00:00-0400 
Boston Hassle, 42.3636033328, -71.1017284219, 2012-10-01T20:00:00-0400 
Boston Hassle, 42.3636033328, -71.1017284219, 2012-10-01T20:00:00-0400 
Boston Hassle, 42.3648773125, -71.1003825582, 2012-11-02T17:00:00-0400 
Boston Hassle, 42.3648773125, -71.1003825582, 2012-11-02T17:00:00-0400 
Boston Hassle, 42.3636033328, -71.1017284219, 2012-10-01T20:00:00-0400 
Boston Hassle, 42.3636033328, -71.1017284219, 2012-10-01T20:00:00-0400 
Boston Hassle, 42.3807793371, -71.0983668767, 2012-09-21T21:05:00-0400 
Boston Hassle, 42.3807793371, -71.0983668767, 2012-09-21T21:05:00-0400 
Boston Hassle, 40.705932, -73.937247, 2012-09-19T20:30:00-0400 
Boston Hassle, 42.3807793371, -71.0983668767, 2012-09-21T21:05:00-0400 
Boston Hassle, 42.3121967252, -71.1134941605, 2012-09-14T20:00:00-0400 
Boston Hassle, 42.3501215142, -71.1307893762, 2012-09-09T21:00:00-0400 
Boston Hassle, 42.3501215142, -71.1307893762, 2012-09-09T21:00:00-0400 
Boston Hassle, 42.3807636647, -71.0983391804, 2012-08-25T21:00:00-0400 
Boston Hassle, 42.3807636647, -71.0983391804, 2012-08-25T21:00:00-0400 
Boston Hassle, 42.3807636647, -71.0983391804, 2012-08-25T21:00:00-0400 
Boston Hassle, 42.3807636647, -71.0983391804, 2012-08-25T21:00:00-0400 
Boston Hassle, 42.3553499853, -71.1327550273, 2012-08-13T20:30:00-0400 
Boston Hassle, 42.3636033328, -71.1017284219, 2012-08-06T21:00:00-0400 
Boston Hassle, 42.3636033328, -71.1017284219, 2012-08-06T21:00:00-0400 
Boston Hassle, 42.3553499853, -71.1327550273, 2012-08-03T21:00:00-0400 
Boston Hassle, 42.3553499853, -71.1327550273, 2012-08-03T21:00:00-0400 
Boston Hassle, 42.3636033328, -71.1017284219, 2012-08-06T21:00:00-0400 
Boston Hassle, 42.3636033328, -71.1017284219, 2012-08-06T21:00:00-0400 
Boston Hassle, 42.3636033328, -71.1017284219, 2012-08-06T21:00:00-0400 
Boston Hassle, 42.3807636647, -71.0983391804, 2012-07-18T20:00:00-0400 
Boston Hassle, 40.7208897882, -73.9879513803, 2012-06-29T20:00:00-0400 
Boston Hassle, 42.3553499853, -71.1327550273, 2012-06-28T21:00:00-0400 
Boston Hassle, 42.3553499853, -71.1327550273, 2012-06-28T21:00:00-0400 
Boston Hassle, 42.3553499853, -71.1327550273, 2012-06-28T21:00:00-0400 
Boston Hassle, 42.3553499853, -71.1327550273, 2012-06-23T21:00:00-0400 
Boston Hassle, 42.3063480898, -71.1076025885, 2012-07-08T16:00:00-0400 
Boston Hassle, 42.31012609, -71.1151978507, 2012-06-22T20:00:00-0400 
Boston Hassle, 42.3490895342, -71.1528760586, 2012-06-22T21:00:00-0400 
Boston Hassle, 42.3499613291, -71.0675047082, 2012-06-11T22:00:00-0400 
Boston Hassle, 42.3624934236, -71.09863923, 2012-05-30T08:00:00-0500 
Boston Hassle, 42.3553499853, -71.1327550273, 2012-06-28T21:00:00-0400 
Boston Hassle, 42.3639296727, -71.1012908006, 2012-05-10T22:00:00-0400 
Boston Hassle, 42.3553499853, -71.1327550273, 2012-06-28T21:00:00-0400 
Boston Hassle, 42.3501215142, -71.1307893762, 2012-05-30T21:00:00-0400 
Boston Hassle, 42.3677496206, -71.1020795729, 2012-05-19T18:30:00-0400 
