Shuffle ID,Group ID,Post ID,https://www.facebook.com/Group ID_Post ID
1076,301986473149390,10152589121245783,https://www.facebook.com/301986473149390_10152589121245783
431,57795809271,10152626682504272,https://www.facebook.com/57795809271_10152626682504272
343,301986473149390,10152745991225783,https://www.facebook.com/301986473149390_10152745991225783
1044,301986473149390,10152787247785801,https://www.facebook.com/301986473149390_10152787247785801
851,57795809271,10150330354174272,https://www.facebook.com/57795809271_10150330354174272
1423,301986473149390,944894498860039,https://www.facebook.com/301986473149390_944894498860039
755,57795809271,10150330354154272,https://www.facebook.com/57795809271_10150330354154272
679,57795809271,10151447223509272,https://www.facebook.com/57795809271_10151447223509272
959,57795809271,10150575872904272,https://www.facebook.com/57795809271_10150575872904272
1023,301986473149390,963308640350500,https://www.facebook.com/301986473149390_963308640350500
1135,301986473149390,928117997202898,https://www.facebook.com/301986473149390_928117997202898
1636,301986473149390,936679609680070,https://www.facebook.com/301986473149390_936679609680070
478,301986473149390,913280458686652,https://www.facebook.com/301986473149390_913280458686652
909,301986473149390,933076603373704,https://www.facebook.com/301986473149390_933076603373704
1494,301986473149390,942729325741765,https://www.facebook.com/301986473149390_942729325741765
1310,57795809271,10150852317389272,https://www.facebook.com/57795809271_10150852317389272
1736,57795809271,10151827550764272,https://www.facebook.com/57795809271_10151827550764272
1749,57795809271,10152377555069272,https://www.facebook.com/57795809271_10152377555069272
978,57795809271,10150330354149272,https://www.facebook.com/57795809271_10150330354149272
1546,57795809271,10150330354469272,https://www.facebook.com/57795809271_10150330354469272
592,301986473149390,960153230666041,https://www.facebook.com/301986473149390_960153230666041
389,301986473149390,916897831658248,https://www.facebook.com/301986473149390_916897831658248
371,301986473149390,944320882249276,https://www.facebook.com/301986473149390_944320882249276
1116,301986473149390,929921950355836,https://www.facebook.com/301986473149390_929921950355836
750,57795809271,10150330354479272,https://www.facebook.com/57795809271_10150330354479272
827,57795809271,10151792904829272,https://www.facebook.com/57795809271_10151792904829272
1568,57795809271,10150905728804272,https://www.facebook.com/57795809271_10150905728804272
782,57795809271,10150484019514272,https://www.facebook.com/57795809271_10150484019514272
1124,301986473149390,10152768846475783,https://www.facebook.com/301986473149390_10152768846475783
189,57795809271,10151156325109272,https://www.facebook.com/57795809271_10151156325109272
451,57795809271,10152143692409272,https://www.facebook.com/57795809271_10152143692409272
1738,57795809271,10152629337479272,https://www.facebook.com/57795809271_10152629337479272
781,301986473149390,925456997468998,https://www.facebook.com/301986473149390_925456997468998
446,57795809271,10152228323374272,https://www.facebook.com/57795809271_10152228323374272
1409,301986473149390,996312360384919,https://www.facebook.com/301986473149390_996312360384919
1573,301986473149390,950738524940845,https://www.facebook.com/301986473149390_950738524940845
110,57795809271,10151552681094272,https://www.facebook.com/57795809271_10151552681094272
372,57795809271,10151147913534272,https://www.facebook.com/57795809271_10151147913534272
1329,57795809271,10152235090174272,https://www.facebook.com/57795809271_10152235090174272
1258,57795809271,10152118605634272,https://www.facebook.com/57795809271_10152118605634272
1404,301986473149390,947619981919366,https://www.facebook.com/301986473149390_947619981919366
1309,301986473149390,1536007286635234,https://www.facebook.com/301986473149390_1536007286635234
1614,301986473149390,10152774558136067,https://www.facebook.com/301986473149390_10152774558136067
1550,57795809271,10151202675664272,https://www.facebook.com/57795809271_10151202675664272
104,301986473149390,966775686670462,https://www.facebook.com/301986473149390_966775686670462
1652,301986473149390,931509770197054,https://www.facebook.com/301986473149390_931509770197054
1465,57795809271,10151679480794272,https://www.facebook.com/57795809271_10151679480794272
708,57795809271,10151671755179272,https://www.facebook.com/57795809271_10151671755179272
1786,57795809271,10151419070849272,https://www.facebook.com/57795809271_10151419070849272
557,57795809271,10152022523569272,https://www.facebook.com/57795809271_10152022523569272
60,301986473149390,928603407154357,https://www.facebook.com/301986473149390_928603407154357
182,57795809271,10151801179909272,https://www.facebook.com/57795809271_10151801179909272
1731,301986473149390,942131185801579,https://www.facebook.com/301986473149390_942131185801579
649,57795809271,10152168438994272,https://www.facebook.com/57795809271_10152168438994272
1117,57795809271,10151363506574272,https://www.facebook.com/57795809271_10151363506574272
1904,57795809271,10151638545159272,https://www.facebook.com/57795809271_10151638545159272
69,57795809271,10150386421059272,https://www.facebook.com/57795809271_10150386421059272
